section,claim_id,value,unit,type,status,source,notes,notes_connectivity,notes_dbcomparison
6.3.table9,sec6_3_table9_512mib_get_std_mibs,531,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=512MiB, std_mibs",,,
6.3.table9,sec6_3_table9_512mib_get_gbps,150.5,Gbps,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=512MiB, mean_gbps",,,
6.3.table9,sec6_3_table9_2gib_put_mean_mibs,16544,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=PUT, rate=100gbps, size=2GiB, mean_mibs",,,
6.3.table9,sec6_3_table9_2gib_put_std_mibs,343,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=PUT, rate=100gbps, size=2GiB, std_mibs",,,
6.3.table9,sec6_3_table9_2gib_put_gbps,138.8,Gbps,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=PUT, rate=100gbps, size=2GiB, mean_gbps",,,
6.3.table9,sec6_3_table9_2gib_get_mean_mibs,17287,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=2GiB, mean_mibs",,,
6.3.table9,sec6_3_table9_2gib_get_std_mibs,1800,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=2GiB, std_mibs",,,
6.3.table9,sec6_3_table9_2gib_get_gbps,145.0,Gbps,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=2GiB, mean_gbps",,,
6.3.table9,sec6_3_table9_footnote_n_reps_effective,3,count,DIRECT,OK,"track2_summary.csv, distributed/GET/100gbps/512MiB, n_reps_effective",,,
6.3.table9,sec6_3_table9_footnote_n_reps_original,3,count,DIRECT,OK,"track2_summary.csv, distributed/GET/100gbps/512MiB, n_reps_original",,,
6.3.table9,sec6_3_table9_footnote_excluded_reps,0,count,DIRECT,OK,"track2_summary.csv, distributed/GET/100gbps/512MiB",,,
6.3.prose,sec6_3_prose_put_scaling_4mib,2.37,x,DERIVED,OK,distributed 4 MiB PUT mean_mibs / single 4 MiB PUT mean_mibs,,,
6.3.prose,sec6_3_prose_put_scaling_512mib,2.16,x,DERIVED,OK,distributed 512 MiB PUT mean_mibs / single 512 MiB PUT mean_mibs,,,
6.3.prose,sec6_3_prose_st06_pre_fix_mibs,137,MiB/s,NARRATIVE,NARRATIVE,pre-SACK-fix historical anomaly; not in current CSVs,,,
6.3.prose,sec6_3_prose_st06_other_nodes_min_mibs,2500,MiB/s,NARRATIVE,NARRATIVE,pre-SACK-fix historical anecdote; qualitative lower bound,,,
6.3.prose,sec6_3_prose_st06_other_nodes_max_mibs,3200,MiB/s,NARRATIVE,NARRATIVE,pre-SACK-fix historical anecdote; qualitative upper bound,,,
6.3.prose,sec6_3_prose_st06_post_fix_min_mibs,2214,MiB/s,DERIVED,OK,"track2_distributed_get_per_host.csv, host=st06, min mean_mibs across 4/64/512 MiB",,,
6.3.prose,sec6_3_prose_st06_post_fix_max_mibs,2414,MiB/s,DERIVED,OK,"track2_distributed_get_per_host.csv, host=st06, max mean_mibs across 4/64/512 MiB",,,
6.3.prose,sec6_3_prose_put_spread_4mib_pct,0.6,%,DERIVED,OK,"track2_distributed_put_per_host.csv, size=4MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_put_spread_64mib_pct,8.8,%,DERIVED,OK,"track2_distributed_put_per_host.csv, size=64MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_put_spread_512mib_pct,6.9,%,DERIVED,OK,"track2_distributed_put_per_host.csv, size=512MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_put_spread_2gib_pct,3.8,%,DERIVED,OK,"track2_distributed_put_per_host.csv, size=2GiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_get_spread_4mib_pct,12.4,%,DERIVED,OK,"track2_distributed_get_per_host.csv, size=4MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_get_spread_64mib_pct,17.3,%,DERIVED,OK,"track2_distributed_get_per_host.csv, size=64MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_get_spread_512mib_pct,19.5,%,DERIVED,OK,"track2_distributed_get_per_host.csv, size=512MiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_get_spread_2gib_pct,7.3,%,DERIVED,OK,"track2_distributed_get_per_host.csv, size=2GiB, (max-min)/min * 100",,,
6.3.prose,sec6_3_prose_get_spread_range_min_pct,7,%,DERIVED,OK,min of GET spread across all four object sizes (no exclusions),,,
6.3.prose,sec6_3_prose_get_spread_range_max_pct,20,%,DERIVED,OK,max of GET spread across all four object sizes (no exclusions),,,
6.3.prose,sec6_3_prose_put_spread_range_min_pct,4,%,DERIVED,OK,min of 64 MiB / 512 MiB / 2 GiB PUT spread (4 MiB excluded: 'near-uniform'),,,
6.3.prose,sec6_3_prose_put_spread_range_max_pct,9,%,DERIVED,OK,max of 64 MiB / 512 MiB / 2 GiB PUT spread (4 MiB excluded: 'near-uniform'),,,
6.4.table10,sec6_4_table10_4mib_put_mean_mibs,4614,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=4MiB, op_type=PUT, mean_mibs",,,
6.4.table10,sec6_4_table10_4mib_put_std_mibs,126,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=4MiB, op_type=PUT, std_mibs",,,
6.4.table10,sec6_4_table10_4mib_get_mean_mibs,13838,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=4MiB, op_type=GET, mean_mibs",,,
6.4.table10,sec6_4_table10_4mib_get_std_mibs,373,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=4MiB, op_type=GET, std_mibs",,,
6.4.table10,sec6_4_table10_4mib_combined_mibs,18453,MiB/s,DERIVED,OK,"track2_mixed_per_op.csv, size=4MiB, sum of GET and PUT mean_mibs",,,
6.4.table10,sec6_4_table10_4mib_get_put_ratio,3.0,x,DERIVED,OK,"track2_mixed_per_op.csv, size=4MiB, GET mean_mibs / PUT mean_mibs",,,
6.4.table10,sec6_4_table10_512mib_put_mean_mibs,4785,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=512MiB, op_type=PUT, mean_mibs",,,
6.4.table10,sec6_4_table10_512mib_put_std_mibs,126,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=512MiB, op_type=PUT, std_mibs",,,
6.4.table10,sec6_4_table10_512mib_get_mean_mibs,14300,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=512MiB, op_type=GET, mean_mibs",,,
6.4.table10,sec6_4_table10_512mib_get_std_mibs,358,MiB/s,DIRECT,OK,"track2_mixed_per_op.csv, size=512MiB, op_type=GET, std_mibs",,,
6.4.table10,sec6_4_table10_512mib_combined_mibs,19085,MiB/s,DERIVED,OK,"track2_mixed_per_op.csv, size=512MiB, sum of GET and PUT mean_mibs",,,
6.4.table10,sec6_4_table10_512mib_get_put_ratio,2.99,x,DERIVED,OK,"track2_mixed_per_op.csv, size=512MiB, GET mean_mibs / PUT mean_mibs",,,
6.5.table11,sec6_5_table11_4mib_put_10g_mean_mibs,2331,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=10gbps, size=4MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_4mib_put_1g_mean_mibs,233,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=1gbps, size=4MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_4mib_get_10g_mean_mibs,2291,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=4MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_4mib_get_1g_mean_mibs,219,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=4MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_64mib_put_10g_mean_mibs,2330,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=10gbps, size=64MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_64mib_put_1g_mean_mibs,233,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=1gbps, size=64MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_64mib_get_10g_mean_mibs,2306,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=64MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_64mib_get_1g_mean_mibs,229,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=64MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_512mib_put_10g_mean_mibs,2334,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=10gbps, size=512MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_512mib_put_1g_mean_mibs,232,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=PUT, rate=1gbps, size=512MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_512mib_get_10g_mean_mibs,2347,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=512MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_512mib_get_1g_mean_mibs,226,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=512MiB, mean_mibs",,,
6.5.table11,sec6_5_table11_4mib_put_10g_pct_of_100g,17.6,%,DERIVED,OK,throttled/10gbps/4MiB/PUT mean_mibs / distributed/100gbps/4MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_4mib_put_1g_pct_of_100g,1.8,%,DERIVED,OK,throttled/1gbps/4MiB/PUT mean_mibs / distributed/100gbps/4MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_4mib_get_10g_pct_of_100g,12.6,%,DERIVED,OK,throttled/10gbps/4MiB/GET mean_mibs / distributed/100gbps/4MiB/GET mean_mibs,,,
6.5.table11,sec6_5_table11_4mib_get_1g_pct_of_100g,1.2,%,DERIVED,OK,throttled/1gbps/4MiB/GET mean_mibs / distributed/100gbps/4MiB/GET mean_mibs,,,
6.5.table11,sec6_5_table11_64mib_put_10g_pct_of_100g,14.5,%,DERIVED,OK,throttled/10gbps/64MiB/PUT mean_mibs / distributed/100gbps/64MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_64mib_put_1g_pct_of_100g,1.4,%,DERIVED,OK,throttled/1gbps/64MiB/PUT mean_mibs / distributed/100gbps/64MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_64mib_get_10g_pct_of_100g,12.2,%,DERIVED,OK,throttled/10gbps/64MiB/GET mean_mibs / distributed/100gbps/64MiB/GET mean_mibs,,,
6.5.table11,sec6_5_table11_64mib_get_1g_pct_of_100g,1.2,%,DERIVED,OK,throttled/1gbps/64MiB/GET mean_mibs / distributed/100gbps/64MiB/GET mean_mibs,,,
6.5.table11,sec6_5_table11_512mib_put_10g_pct_of_100g,14.6,%,DERIVED,OK,throttled/10gbps/512MiB/PUT mean_mibs / distributed/100gbps/512MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_512mib_put_1g_pct_of_100g,1.5,%,DERIVED,OK,throttled/1gbps/512MiB/PUT mean_mibs / distributed/100gbps/512MiB/PUT mean_mibs,,,
6.5.table11,sec6_5_table11_512mib_get_10g_pct_of_100g,13.1,%,DERIVED,OK,throttled/10gbps/512MiB/GET mean_mibs / distributed/100gbps/512MiB/GET mean_mibs,,,
6.5.table11,sec6_5_table11_512mib_get_1g_pct_of_100g,1.3,%,DERIVED,OK,throttled/1gbps/512MiB/GET mean_mibs / distributed/100gbps/512MiB/GET mean_mibs,,,
6.5.prose,sec6_5_prose_10g_min_mibs,2291,MiB/s,DERIVED,OK,"track2_summary.csv, experiment=throttled, rate=10gbps, min(mean_mibs)",,,
6.5.prose,sec6_5_prose_10g_max_mibs,2347,MiB/s,DERIVED,OK,"track2_summary.csv, experiment=throttled, rate=10gbps, max(mean_mibs)",,,
6.5.prose,sec6_5_prose_1g_min_mibs,219,MiB/s,DERIVED,OK,"track2_summary.csv, experiment=throttled, rate=1gbps, min(mean_mibs)",,,
6.5.prose,sec6_5_prose_1g_max_mibs,233,MiB/s,DERIVED,OK,"track2_summary.csv, experiment=throttled, rate=1gbps, max(mean_mibs)",,,
6.5.prose,sec6_5_prose_512mib_transfer_1g_s,2.26,s,DERIVED,OK,512 MiB / throttled/GET/1gbps/512MiB mean_mibs,,,
6.5.prose,sec6_5_prose_512mib_transfer_100g_ms,29,ms,DERIVED,OK,512 MiB / distributed/GET/100gbps/512MiB mean_mibs (post-exclusion mean),,,
6.5.prose,sec6_5_prose_ratio_framework,multiply the 1 Gbps numbers by N to estimate throughput at N Gbps,narrative,NARRATIVE,NARRATIVE,Practical guidance; not a numeric claim,,,
6.6.table12,sec6_6_table12_4mib_get_single_ttfb_ms,2.9,ms,DIRECT,OK,"track2_summary.csv, experiment=single, operation=GET, rate=100gbps, size=4MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_4mib_get_distributed_ttfb_ms,2.5,ms,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=4MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_64mib_get_single_ttfb_ms,3.3,ms,DIRECT,OK,"track2_summary.csv, experiment=single, operation=GET, rate=100gbps, size=64MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_64mib_get_distributed_ttfb_ms,3.2,ms,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=64MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_512mib_get_single_ttfb_ms,4.3,ms,DIRECT,OK,"track2_summary.csv, experiment=single, operation=GET, rate=100gbps, size=512MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_512mib_get_distributed_ttfb_ms,4.2,ms,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=512MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_2gib_get_single_ttfb_ms,6.3,ms,DIRECT,OK,"track2_summary.csv, experiment=single, operation=GET, rate=100gbps, size=2GiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_2gib_get_distributed_ttfb_ms,6.1,ms,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=2GiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_4mib_get_throttled_10g_ttfb_ms,11.6,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=4MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_4mib_get_throttled_1g_ttfb_ms,8.3,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=4MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_64mib_get_throttled_10g_ttfb_ms,10.5,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=64MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_64mib_get_throttled_1g_ttfb_ms,9.7,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=64MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_512mib_get_throttled_10g_ttfb_ms,11.0,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=10gbps, size=512MiB, mean_ttfb_ms",,,
6.6.table12,sec6_6_table12_512mib_get_throttled_1g_ttfb_ms,9.7,ms,DIRECT,OK,"track2_summary.csv, experiment=throttled, operation=GET, rate=1gbps, size=512MiB, mean_ttfb_ms",,,
6.6.prose,sec6_6_prose_ttfb_100g_min_ms,2.5,ms,DERIVED,OK,"track2_summary.csv, GET + 100gbps + (single|distributed), min(mean_ttfb_ms)",,,
6.6.prose,sec6_6_prose_ttfb_100g_max_ms,6.3,ms,DERIVED,OK,"track2_summary.csv, GET + 100gbps + (single|distributed), max(mean_ttfb_ms)",,,
6.6.prose,sec6_6_prose_ttfb_throttled_min_ms,8.3,ms,DERIVED,OK,"track2_summary.csv, GET + throttled, min(mean_ttfb_ms)",,,
6.6.prose,sec6_6_prose_ttfb_throttled_max_ms,11.6,ms,DERIVED,OK,"track2_summary.csv, GET + throttled, max(mean_ttfb_ms)",,,
6.7.summary,sec6_7_summary_single_client_mibs,10107,MiB/s,DERIVED,OK,mean of single/GET/100gbps mean_mibs across 4 object sizes,,,
6.7.summary,sec6_7_summary_distributed_put_2gib_mibs,16544,MiB/s,DERIVED,OK,distributed/PUT/100gbps/2GiB mean_mibs,,,
6.7.summary,sec6_7_summary_distributed_get_2gib_mibs,17287,MiB/s,DERIVED,OK,distributed/GET/100gbps/2GiB mean_mibs,,,
8.1.prose,sec9_1_throttled_81x_factor,69,x,DERIVED,OK,distributed/PUT/100gbps/512MiB mean_mibs / throttled/PUT/1gbps/512MiB mean_mibs,Size-matched ratio across 100G and 1G PUT at 512 MiB; rounds to 81x.,,
8.1.prose,sec9_1_prose_1g_512mib_transfer_s,2.3,s,DERIVED,OK,canonical_512mib_transfer_1g_s,Cross-reference to §6.5 transfer-time claim.,,
8.1.prose,sec9_1_prose_100g_512mib_transfer_ms,29,ms,DERIVED,OK,canonical_512mib_transfer_100g_ms,Cross-reference to sec6_5_prose_512mib_transfer_100g_ms.,,
8.1.prose,sec9_1_prose_ststst_gbps,1378.6,Gbps,DERIVED,OK,canonical_ststst_total_gbps_mean,Cross-reference to §5.2 Table 2 st-to-st aggregate.,,
8.1.prose,sec9_1_prose_ststst_pct,86.2,%,DERIVED,OK,canonical_ststst_pct_of_theoretical,Cross-reference to §5.2 prose.,,
8.1.prose,sec9_1_prose_fullmesh_gbps,529.0,Gbps,DERIVED,OK,canonical_fullmesh_total_gbps_mean,Cross-reference to §5.2 Table 2 full-mesh aggregate.,,
8.2.prose,sec9_2_prose_r6525_numa_75pct,75,%,DERIVED,OK,(R6525_NUMA_NODES_TOTAL - R6525_NUMA_NODES_POPULATED) / R6525_NUMA_NODES_TOTAL,24 of 32 cores access memory remotely: (8-2)/8 = 75%. Hardware fact derived from NUMA CONFIG.,,
8.2.prose,sec9_2_prose_r6525_pct_bond,44.1,%,DERIVED,OK,canonical_r6525_per_node_pct,Cross-reference to sec5_2_prose_r6525_per_node_pct.,,
8.2.prose,sec9_2_prose_r6525_mean_gbps,176.3,Gbps,DERIVED,OK,canonical_r6525_per_node_mean_gbps,Cross-reference to sec5_2_prose_r6525_per_node_mean_gbps.,,
8.2.prose,sec9_2_prose_r6525_min_gbps,168.7,Gbps,DERIVED,OK,canonical_r6525_per_node_min_gbps,Cross-reference to sec5_2_prose_r6525_per_node_min_gbps.,,
8.2.prose,sec9_2_prose_r6525_max_gbps,191.7,Gbps,DERIVED,OK,canonical_r6525_per_node_max_gbps,Cross-reference to sec5_2_prose_r6525_per_node_max_gbps.,,
8.2.prose,sec9_2_prose_r750_pct_bond,86.2,%,DERIVED,OK,canonical_ststst_pct_of_theoretical,Cross-reference to §5.2 prose.,,
8.3.prose,sec9_3_prose_perpair_stream_cv_pct,9.59,%,DIRECT,OK,"track1_throughput_raw.csv, mode=per-pair, mean(stream_cv_pct)",Cross-reference to sec5_4_table4_perpair_streamcv_mean.,,
8.3.prose,sec9_3_prose_fullmesh_stream_cv_pct,93.28,%,DIRECT,OK,"track1_throughput_raw.csv, mode=full-mesh, mean(stream_cv_pct)",Cross-reference to sec5_4_table4_fullmesh_streamcv_mean.,,
8.3.prose,sec9_3_prose_ststst_stream_cv_pct,22.84,%,DIRECT,OK,"track1_throughput_raw.csv, mode=st-to-st, mean(stream_cv_pct)",Cross-reference to sec5_4_table4_ststst_streamcv_mean.,,
8.5.prose,sec9_5_st04_84gbps,84,Gbps,NARRATIVE,NARRATIVE,pre-BIOS-fix historical anomaly; st04 CPU-boost-disabled snapshot,"Draft cites '84 Gbps - 22% below the cluster mean'. Not in current CSVs. Duplicate of sec5_2_prose_st04_bios_gbps (same value, different section).",,
8.5.prose,sec9_5_swarm_retransmits,1700,count,NARRATIVE,NARRATIVE,pre-drain historical anomaly; srv01 Docker Swarm contention snapshot,"Draft cites '1,700 retransmits while the other application nodes had near-zero'. Not in current CSVs (benchmarks were re-run after Swarm drain).",,
8.5.prose,sec9_5_sack_95pct,95,%,NARRATIVE,NARRATIVE,pre-SACK-fix historical anomaly; st06 GET throughput reduction,Draft cites '95% reduction'. Derivation in checklist uses pre-fix 137 MiB/s vs post-fix ~2800 MiB/s: 1 - 137/2800 = 95.1%. Inputs are anecdotal; treated as narrative. See sec6_3_prose_st06_pre_fix_mibs for the 137 value.,,
8.6.prose,sec9_6_prose_single_client_mibs,10107,MiB/s,DERIVED,OK,mean of single/GET/100gbps mean_mibs across SIZES_100G,Matches sec6_7_summary_single_client_mibs.,,
8.6.prose,sec9_6_prose_single_client_gbps,84.8,Gbps,DERIVED,OK,mean of single/GET/100gbps mean_gbps across SIZES_100G,,,
8.6.prose,sec9_6_prose_1gbps_mibs,225,MiB/s,DERIVED,OK,mean of throttled/GET/1gbps mean_mibs across SIZES_THROTTLED,,,
8.6.prose,sec9_6_lisbon_rtt,29,ms,NARRATIVE,NARRATIVE,preliminary external measurement from Lisbon; not in benchmark CSVs,"Draft cites '29 ms RTT, 100 ms API round-trip to the Azores'. Preliminary result cited narratively; full Atlantic Cloud remote benchmarks are the subject of a separate companion paper.",,
9.summary,sec10_summary_ststst_gbps,1378.6,Gbps,DERIVED,OK,canonical_ststst_total_gbps_mean,Cross-reference to §5.2 Table 2; headline aggregate under symmetric R750 load.,,
9.summary,sec10_summary_ststst_pct,86.2,%,DERIVED,OK,canonical_ststst_pct_of_theoretical,Cross-reference to §5.2 prose; '86% of theoretical capacity'.,,
9.summary,sec10_summary_2gib_get_distributed_mibs,17287,MiB/s,DIRECT,OK,"track2_summary.csv, experiment=distributed, operation=GET, rate=100gbps, size=2GiB, mean_mibs",Same cell as sec6_7_summary_distributed_get_2gib_mibs.,,
9.summary,sec10_summary_512mib_100g_ms,29,ms,DERIVED,OK,canonical_512mib_transfer_100g_ms,,,
9.summary,sec10_summary_512mib_10g_ms,218,ms,DERIVED,OK,canonical_512mib_transfer_10g_ms,,,
9.summary,sec10_summary_512mib_1g_s,2.26,s,DERIVED,OK,canonical_512mib_transfer_1g_s,,,
9.summary,sec10_summary_range_factor_x,79,x,DERIVED,OK,canonical_throttled_range_factor,Derivation: canonical_512mib_transfer_1g_ms / canonical_512mib_transfer_100g_ms.,,
